time,speed,throttle,rpm,brake,gear,engine_temp,fuel_rate,GRA_FOC_ACTIVE
2024-01-01 00:00:37,30.604948141803366,87.70272712616372,2437.1036182875177,0,3,87.45095014488096,10.2797025548806,0
2024-01-01 00:00:38,40.07720926652354,18.097306397800228,4120.783079947489,0,2,85.05146193472977,6.191311345343542,0
2024-01-01 00:00:39,62.952918538036855,79.72590256481075,4257.911561548568,0,4,90.23272697877617,7.710390753108064,1
2024-01-01 00:00:40,71.07699869993115,45.69803596280049,1584.6045340763558,0,3,91.79057894752185,12.088617665950087,0
2024-01-01 00:00:41,62.57052421784956,32.82722935581512,3381.0258933360155,0,1,82.547137883639,13.193099588284204,0
2024-01-01 00:00:42,58.265275764176394,15.823926267421351,3601.064407354302,0,4,95.78609507103681,11.216454449928726,0
2024-01-01 00:00:43,55.48344456616067,16.76142561466294,3380.0896416737737,0,1,90.13121099733483,14.444589736818374,0
2024-01-01 00:00:44,37.82217014448859,66.18905547009003,2539.3205548358137,0,5,88.10976170601828,11.529005160296192,1
2024-01-01 00:00:45,49.20233687407937,55.043038794712054,2829.133106489021,0,2,84.92382702987999,12.465930902714216,0
2024-01-01 00:00:46,53.09041843560319,12.208542165123271,2476.207741655613,0,1,97.02639622085577,8.574272060803814,1
2024-01-01 00:00:47,75.85683339328374,11.26978604383252,2705.81517818882,1,3,92.54308617393286,6.698682747064347,0
2024-01-01 00:00:48,65.15427434352692,7.231057477279146,2153.0244799329766,0,5,94.31277921516357,11.5787730940157,0
2024-01-01 00:00:49,33.554397669558995,74.37673473735441,2919.6478248558146,0,4,89.45792733222048,14.190868652724433,0
2024-01-01 00:00:50,64.86125954092192,71.18820852292892,1948.0388020864511,0,3,98.08357806047653,14.819009995317,0
2024-01-01 00:00:51,54.22376579375525,5.843099085457515,2859.9058120403038,0,4,94.11775739205513,9.500470883468846,0
2024-01-01 00:00:52,49.84616999541062,56.027007559697296,2125.9928176301646,1,5,96.61433380243861,10.39706841960643,1
2024-01-01 00:00:53,69.17514433261302,8.46761552426899,3144.7714532539826,0,3,95.81882552410613,8.112150551096189,1
2024-01-01 00:00:54,75.46499283743927,90.37457706089417,2524.4063073399766,0,1,86.88517020811945,11.725147910716052,1
2024-01-01 00:00:55,73.96920178674299,90.71174191801325,3203.4062435121764,0,3,91.03085560508583,12.652207814267301,0
2024-01-01 00:00:56,47.41173715166042,69.823298981313,3757.106509855347,0,2,96.6708190164581,5.411965410551024,1
2024-01-01 00:00:57,55.36181436223178,92.618892143945,4112.612855273295,0,1,92.44446160012374,13.466288198946435,1
2024-01-01 00:00:58,64.96895147105346,81.14530304136906,1230.3967876856568,0,2,85.06056629618702,10.137983240821892,1
2024-01-01 00:00:59,74.63317690683539,82.85385759270494,2416.064134288352,1,3,90.44462372260489,10.797149230327927,0
2024-01-01 00:01:00,52.81238643232065,56.97078505699332,2787.83974602159,0,3,94.08270377042803,7.0622613792923525,0
2024-01-01 00:01:01,57.215115350042744,30.60591982161759,3322.229472867038,1,4,82.70807426651511,5.1030049117553435,0
2024-01-01 00:01:02,43.40497538990958,21.779911511642158,1844.7518470918294,1,3,85.15421735066133,14.52203316868541,0
2024-01-01 00:01:03,42.05690063878994,32.72000220389292,2312.5353152398493,0,1,82.89449923611343,14.284003994199125,0
2024-01-01 00:01:04,72.18788733591298,62.8495430089062,3091.250041859977,0,2,92.37529979861625,12.74340180139739,1
2024-01-01 00:01:05,80.34360042856234,17.265653583239892,3059.421769068667,0,5,97.79700618936991,9.73597330782769,0
2024-01-01 00:01:06,58.91984817629499,25.864023663732162,3264.332884494065,0,2,79.85587208194069,8.176210030357629,0
2024-01-01 00:01:07,75.05299346838036,46.80608627954644,3310.5730088216815,0,4,91.04107503884589,6.560781075728425,0
2024-01-01 00:01:08,65.42454037571451,23.305009852461556,3237.016103181104,0,5,86.81877314088864,5.809204083389767,0
2024-01-01 00:01:09,50.323203680923136,58.86436697160617,3135.558721642045,0,5,98.54165264115586,9.573050743676063,0
2024-01-01 00:01:10,65.4209340826262,92.31760284563299,3039.0178413284575,0,3,91.08922480569754,12.922472305854736,0
2024-01-01 00:01:11,83.07054849698955,74.80893657031264,3465.334162807054,0,4,94.2756235148423,12.259221978443648,0
2024-01-01 00:01:12,59.46260941335073,66.64266141489131,1432.4741334050423,1,4,96.96249999527987,12.559339876421106,1
2024-01-01 00:01:13,83.4696548372101,58.27214759837788,4081.0334408798644,0,3,90.87997732985313,6.186501616826122,0
2024-01-01 00:01:14,20.703823438653835,48.79479092570649,1456.8625643837731,1,1,80.98863636292846,13.627490955556546,1
2024-01-01 00:01:15,72.32853756562835,18.656385963465972,2244.5867281668557,1,3,89.40558272532333,13.039723692683538,0
2024-01-01 00:01:16,61.30570602357257,89.47104554268655,2841.267442344899,0,4,91.05195296600547,5.940887933033931,0
2024-01-01 00:01:17,55.51488974301199,24.853600201283633,3470.82902376289,0,5,84.13085193195396,8.565328088634306,0
2024-01-01 00:01:18,61.37641164803254,9.130887757816076,903.3131764402688,0,1,80.56006265158716,8.752242031978636,0
2024-01-01 00:01:19,30.186466280986608,75.00151792286952,2980.312973240716,0,4,83.08788386447887,12.351115933404056,0
2024-01-01 00:01:20,56.70492168243732,17.56155343311664,3554.6765275910143,0,4,96.65473576022605,13.604833999379176,0
2024-01-01 00:01:21,65.35668857267619,37.189599954117604,3696.162681219934,0,3,84.16034951641235,8.757256380644279,0
2024-01-01 00:01:22,82.16841067112274,2.8284928290979727,2511.869239051779,0,2,104.03273445067151,6.308388841839966,0
2024-01-01 00:01:23,52.22594672589529,13.706794254044807,2789.4152991314772,0,4,97.15847383036785,5.825616836019675,1
2024-01-01 00:01:24,47.87259595660218,17.320363075991207,2568.6963097751604,0,2,94.57927520477223,11.388420786012922,0
2024-01-01 00:01:25,52.47364434623195,5.441012775017795,2725.1277425317408,0,1,82.2688801048251,9.979781452204346,1
2024-01-01 00:01:26,73.73103176553111,65.66569566228452,2277.7214144900954,0,5,97.03154060265841,14.020481911196992,0
2024-01-01 00:01:27,64.93126664489526,83.70077958031172,2377.5234862703574,0,2,87.48244474013059,14.535281094162182,1
2024-01-01 00:01:28,52.05359694349442,37.3315406365941,3304.0638454198574,0,2,80.84216970794382,13.980575793999318,1
2024-01-01 00:01:29,67.69901149670034,87.45764767182007,3092.130761290919,0,2,91.2844408488283,5.756335852719243,1
2024-01-01 00:01:30,61.456163240220604,21.33465745601265,3344.1105553133316,0,2,92.26513642108094,7.84263821023648,0
2024-01-01 00:01:31,74.52967485799334,32.53904235612395,3149.8100727905858,0,2,86.00902105319828,7.388074141820021,0
2024-01-01 00:01:32,49.469203591839715,15.07369930311684,3493.037020803317,0,1,86.99473115443243,5.6866317642431135,1
2024-01-01 00:01:33,55.085067801033475,62.05591954189986,3614.749798708496,1,4,89.10846492156563,14.182725389905189,0
2024-01-01 00:01:34,54.118377703017636,41.986959087030684,1780.7983660937273,0,5,88.97749997561156,13.947860575540732,0
2024-01-01 00:01:35,38.04727577801822,61.32833468418987,2401.983244709946,0,4,93.74271313625306,8.907671616031044,0
2024-01-01 00:01:36,64.44180415596864,76.16749053941835,2838.0368297569726,0,1,88.62565755872475,14.587099602745836,1
2024-01-01 00:01:37,63.91582908269834,54.570301603294844,2984.1257321588614,0,1,98.22713413561621,10.633456288982742,0
2024-01-01 00:01:38,60.07670184963691,62.76303549017879,2530.9365983273765,0,2,91.57905211264678,9.340316203258297,0
2024-01-01 00:01:39,56.481192999372794,93.52503143943329,3638.416569691814,1,1,81.70068368359333,10.496500213267328,0
2024-01-01 00:01:40,38.769438869243785,29.90643096088431,4385.963857803419,0,1,95.77256926199684,9.220555650377943,0
2024-01-01 00:01:41,53.69032015851961,35.916393863395314,3130.3133689072138,0,2,85.79534300474451,7.918872268169354,0
2024-01-01 00:01:42,54.85928225209846,71.77033617093369,3059.038722538748,1,1,95.70771483184069,6.811021428896185,0
2024-01-01 00:01:43,47.96584096167572,61.13055170553867,3594.619378573032,0,1,91.70801663082564,9.606251831710361,0
2024-01-01 00:01:44,57.580714325009865,17.853290453971482,1693.9121713575948,0,1,85.91370014444975,10.307768136934182,1
2024-01-01 00:01:45,66.06076285221808,37.614731001049016,3019.928258306887,0,3,87.91087632851482,13.216217119968158,0
2024-01-01 00:01:46,88.29278851815795,46.783801312471496,3685.325077827262,0,4,92.28151362494398,9.733785189310055,0
2024-01-01 00:01:47,62.61866719247759,41.93898379683893,2549.7922019592215,1,3,91.35774416703092,13.294117018756296,0
2024-01-01 00:01:48,63.86325586084146,17.827480832204078,2141.4075940686243,0,4,94.77217549826145,14.546522009719128,0
2024-01-01 00:01:49,58.883311263507494,92.44300917842622,2869.936072930155,0,2,92.16381509708215,12.214875955473554,0
2024-01-01 00:01:50,31.21843177051438,76.23187616939758,2957.5201967586554,1,2,89.99936352564474,6.197144736006459,0
2024-01-01 00:01:51,59.602291868261744,48.13558321078523,2363.943402659179,0,4,90.51699133875249,9.612653192873422,1
2024-01-01 00:01:52,60.9034531491154,68.00610283068366,4467.312893235666,0,4,89.05703197732083,13.56709729871698,0
2024-01-01 00:01:53,96.94863168727929,89.72826721355219,2664.912533294438,0,5,92.63729824184797,9.916420052325064,1
2024-01-01 00:01:54,57.114585528283165,13.61741423615712,2192.4384540014016,0,4,92.09769825759807,13.10727688962406,0
2024-01-01 00:01:55,64.52321013500419,25.03730507069777,2934.465076650572,1,4,91.28353617897105,12.758946230303216,0
2024-01-01 00:01:56,59.47932345442135,54.2701247256645,3635.502446393144,0,2,101.51121076318597,6.598447780412261,0
2024-01-01 00:01:57,42.46982943570702,79.90103713523587,3012.1899742987616,0,2,91.90009196992345,8.294882858977331,0
2024-01-01 00:01:58,77.14234221772531,3.625489544152738,3339.9157440308018,0,1,96.15247785032426,12.63911006860744,0
2024-01-01 00:01:59,71.27899549030161,98.40181501963605,2389.94258396679,0,1,86.74561614321063,6.591779462930663,0
2024-01-01 00:02:00,71.8654792056457,45.49066028823972,4041.3819124824595,0,2,90.05218544914413,9.227897067806992,1
2024-01-01 00:02:01,46.35918817807892,35.9231140621723,3393.1977195429104,0,1,79.29729852733279,6.373563859936779,0
2024-01-01 00:02:02,81.04191466404149,29.272443783977188,3733.391098214327,0,3,90.4463426732987,7.3570408664942955,1
2024-01-01 00:02:03,38.97223405811579,17.435670765087163,3255.6124427326185,1,3,86.93589606105454,7.856210378453792,0
2024-01-01 00:02:04,68.80285640700406,79.15739089300278,3577.418826410149,1,1,86.46558290590427,10.302652216280475,0
2024-01-01 00:02:05,92.85683438714968,95.54141647460965,2388.863208225941,0,1,91.07358706170868,14.119046163622729,0
2024-01-01 00:02:06,45.14195512303968,41.36447548453982,2656.012708317306,0,4,87.98660307581395,8.855577105505002,1
2024-01-01 00:02:07,51.50553405595842,95.24206947534563,3942.536416889221,0,4,82.28256923619297,13.499656477042837,0
2024-01-01 00:02:08,61.49477047631462,82.37976154350342,4091.8193630987744,0,3,88.97987915342787,11.951776811002073,0
2024-01-01 00:02:09,52.44786518825701,48.10511274763183,2197.0540801966463,0,3,107.73321684120826,12.804536920798899,0
2024-01-01 00:02:10,36.74004853400801,67.40261791261327,3174.8152475046686,1,4,92.10911354505444,12.62206263888324,0
2024-01-01 00:02:11,61.02844462209041,43.4984179170463,2698.339339660341,0,4,91.39473069479683,8.021180191071403,1
2024-01-01 00:02:12,44.06544429410843,55.87234082125524,2512.077971444597,0,4,84.34448591877523,7.362504741906667,0
2024-01-01 00:02:13,67.10388645952773,5.804633701850381,3199.387786748815,0,1,83.791202116209,14.775832368632143,0
2024-01-01 00:02:14,46.20863648649295,69.62634753005331,3798.6740526557855,0,2,85.32078445628501,12.378274418068827,1
2024-01-01 00:02:15,83.24901607526309,5.282464448413671,3316.1637312989355,1,3,91.40156362682642,8.657782781238602,1
2024-01-01 00:02:16,48.251200614956446,81.70849469196494,2776.3412850566756,0,5,83.8954472426847,10.543823239312328,0
2024-01-01 00:02:17,55.16907725691487,82.49469294605575,3360.402825954612,0,4,97.14613818631763,12.758719206366704,0
2024-01-01 00:02:18,72.20275826054504,23.70772875562146,2748.0166784933695,0,1,84.19085284378707,5.557682075626856,1
2024-01-01 00:02:19,41.53703525349067,32.36627810358003,3288.4800105114214,0,3,94.03760230549197,5.990325163374952,0
2024-01-01 00:02:20,63.41189901906194,48.13103785582933,3977.5259903190135,0,4,91.33779865904485,5.2507947384134805,0
2024-01-01 00:02:21,79.60714131423643,59.66629069324815,1545.9882384894206,0,1,97.52098341473159,6.6406694520969385,0
2024-01-01 00:02:22,35.88775148158159,28.735366174199672,3558.0766089780236,0,3,84.52818878843036,6.193544144928359,0
2024-01-01 00:02:23,62.769507877984566,59.2486404631925,1922.661554900672,0,3,105.33920835704475,9.630529778017037,1
2024-01-01 00:02:24,63.89824191372635,29.778707322929886,3859.8293973811233,0,5,90.9498157275708,7.871994780684696,0
2024-01-01 00:02:25,71.72734307665965,5.549072107106068,2554.0820730889973,0,5,95.98681940872004,5.455895516987784,1
2024-01-01 00:02:26,41.44573933682877,0.25275498319089484,2147.630035675461,0,3,91.96246172089498,9.494438186371895,1
2024-01-01 00:02:27,40.193150803735854,10.11510579184286,3486.688458962123,0,1,84.69005479603439,10.785767586472282,0
2024-01-01 00:02:28,67.82912348425347,79.22507001640182,3254.9190441996875,1,4,86.15743823295615,8.702302668600694,0
2024-01-01 00:02:29,64.45477009849779,96.14313123833371,2300.5691679268393,0,4,90.12556923206417,7.603490258720892,1
2024-01-01 00:02:30,63.75739275518815,42.696619928121926,2122.900169982124,0,3,86.13857519044649,8.90455590138723,0
2024-01-01 00:02:31,65.19672314245463,51.268395344994275,2868.7629587561023,0,4,90.74435736608808,10.198982099298863,0
2024-01-01 00:02:32,49.79962917632264,14.684816907342613,2157.1391348801626,0,5,94.41164896513735,9.36027748149661,0
2024-01-01 00:02:33,63.48380545741505,55.1031352680157,2256.9689189534606,0,4,96.40828490406582,5.932755138626874,0
2024-01-01 00:02:34,64.39608709948021,14.465490200697683,3080.9345532950033,0,2,98.3495053710199,9.568382502747367,0
2024-01-01 00:02:35,49.28472872960448,61.12143311988301,2323.8898560214325,0,5,89.77367746556318,12.203332436333742,1
2024-01-01 00:02:36,87.98661766717134,93.32586675808538,3298.57750301858,1,5,87.88314899056061,13.1999704570793,1
2024-01-01 00:02:37,67.10749381367681,19.56985393030396,4043.100517118434,0,3,81.33653227128866,9.395383919980626,1
2024-01-01 00:02:38,42.13044754196027,76.4563718057102,2896.011209569592,0,3,78.2087458983326,14.937931414415223,0
2024-01-01 00:02:39,69.84830412950744,2.3502422818324042,3091.105743389909,0,4,89.51404611630132,13.4285828108455,0
2024-01-01 00:02:40,45.379774946590175,37.5497241321621,4412.667712984841,0,4,96.26216309188995,7.153850211758184,1
2024-01-01 00:02:41,71.80626905613678,11.074850783050906,2168.6792178358573,1,3,90.60467396121552,9.56770112752721,0
2024-01-01 00:02:42,77.37893368511106,35.24754415956994,3833.8646366265193,0,1,92.08732464304983,7.954639804449953,0
2024-01-01 00:02:43,47.68976522472434,17.353691963888352,3749.6003185387376,0,4,84.89313255413859,10.502399016839664,0
2024-01-01 00:02:44,74.45064193866483,37.33049901228874,3598.022137421648,1,1,87.76527636586297,7.241189089141949,0
2024-01-01 00:02:45,66.19171390404748,41.75228061075303,3904.223495512842,0,5,95.84755322492128,5.35229300687181,1
2024-01-01 00:02:46,72.33090239991735,30.05911227809184,3196.4024761710334,0,2,92.21285174436996,14.043818148388405,1
2024-01-01 00:02:47,88.4518947398092,65.66219494731291,2591.949353080513,0,1,87.67613130925376,10.197607412108809,0
2024-01-01 00:02:48,56.31917825995694,91.88520512589096,3766.2013038543973,0,4,93.34667382427563,14.149621778261505,0
2024-01-01 00:02:49,48.693957534637654,40.059537410527234,3792.9895481990266,0,3,90.60957342384398,6.181515632907741,0
2024-01-01 00:02:50,46.65728355561715,19.234315647502143,3773.7197310453016,1,3,95.42496856809417,6.514825738632185,0
2024-01-01 00:02:51,47.762845725518424,27.072275819598335,3031.1514576234654,0,2,92.43432210075574,7.264840613451565,0
2024-01-01 00:02:52,58.843474358788434,85.4000823496369,2498.6638404706714,0,2,88.36163039792362,9.571189534551063,1
2024-01-01 00:02:53,65.11727962224965,57.16397232701479,3133.953577878128,0,5,88.88687230679317,13.800020940438634,0
2024-01-01 00:02:54,64.15036198995028,45.501103230695726,3659.561012297485,0,1,83.14288754672332,11.504119103623736,0
2024-01-01 00:02:55,72.40774873554035,14.96367215089267,3717.046252901976,0,2,81.90585848246715,5.550047555758039,0
2024-01-01 00:02:56,60.19502837816861,44.9727308323782,2699.2267110477833,1,5,87.78447413809037,9.071954754087507,1
2024-01-01 00:02:57,81.80301115735975,27.849200335738665,3220.761027289173,0,5,96.76685522541428,12.232545764136296,0
2024-01-01 00:02:58,56.03014750143066,94.31631278533492,2083.8551868598306,0,5,92.13904878695682,8.223863569709867,0
2024-01-01 00:02:59,100.80253749884429,88.40701094157313,3689.4650721040957,0,4,88.5416475648177,9.925615886668488,0
2024-01-01 00:03:00,69.3850102164751,8.3902541828198,2451.6838702924556,0,2,93.3018235035194,12.114307049100912,0
2024-01-01 00:03:01,47.14263665375576,51.66534892612429,3549.678751700083,1,3,95.57839567509158,14.649851104168347,0
2024-01-01 00:03:02,43.93661252908332,22.505834551467206,2195.486795826887,0,5,86.95236877883129,8.33213463888426,1
2024-01-01 00:03:03,67.23708622864778,41.07770895242906,3721.9911345038054,1,3,86.9761212207552,12.443774599038216,1
2024-01-01 00:03:04,56.64805822011223,87.68479982514565,3225.284633015939,0,4,105.95776910533115,12.474032223775163,0
2024-01-01 00:03:05,70.71000741138138,52.751451988854484,2453.0496130681377,1,1,85.53855997316856,10.427022439357632,0
2024-01-01 00:03:06,67.09856436860318,33.42152933707598,3483.9494667563677,1,4,87.23857598695,13.13364552433373,1
2024-01-01 00:03:07,58.90756631014691,20.788835410499708,2586.7468157362687,0,4,88.21170652464312,10.361163539751953,0
2024-01-01 00:03:08,47.29809422897392,80.03248594064893,3524.6885262115898,0,2,85.00663784393592,11.249990426986109,0
2024-01-01 00:03:09,37.27729162971203,62.451801536434715,2808.121967233495,0,5,80.36795826339304,13.372220776070138,1
2024-01-01 00:03:10,53.302275718994686,46.80654604262312,1795.2670120592359,1,4,90.45370458150254,9.762655723821133,0
2024-01-01 00:03:11,72.84598191485209,21.748435386297803,2312.308631663344,0,5,86.85930775535846,9.779554310585398,0
2024-01-01 00:03:12,63.21140616195306,33.424637415713136,2698.709703918901,0,3,92.21909851838036,10.910390271918402,0
2024-01-01 00:03:13,41.31391831932018,95.98434267385186,3957.7323166240044,0,1,85.82291526060575,13.041946058393819,0
2024-01-01 00:03:14,62.59771388776773,52.00899376058344,3630.8005413704573,0,1,96.29134822610555,6.271861332127198,0
2024-01-01 00:03:15,65.77976069593255,40.069928124325294,4136.7029886254995,0,3,89.73586186075305,12.712169913045049,1
2024-01-01 00:03:16,46.74213845698301,52.14220423483239,4157.544651220901,0,2,85.7969820936955,7.947591079356044,0
2024-01-01 00:03:17,62.305876589182915,77.89885058996087,2625.6744367863594,0,3,86.58514903993644,5.710332449693118,1
2024-01-01 00:03:18,60.87313077669,34.010893650286874,2868.0591981688194,0,3,88.73896446373436,12.921755796894091,0
2024-01-01 00:03:19,42.85544553254066,17.870612093260885,2712.1040529686234,0,2,96.8456889091985,6.4514318409850935,1
2024-01-01 00:03:20,65.36681040522424,58.49361183390478,2529.9425762892465,0,2,87.08441383590902,7.13262566779171,0
2024-01-01 00:03:21,68.41176789552351,66.52041034810672,1710.953703464479,0,4,81.94704669718973,12.061678117422087,0
2024-01-01 00:03:22,76.24576864762915,71.27180029585496,2989.67659738821,1,5,98.70538057280258,10.645227233968335,0
2024-01-01 00:03:23,75.80703078052355,88.19875907661296,2100.1040844022227,1,1,80.97845604453804,14.204962686651783,0
2024-01-01 00:03:24,39.33495948064363,37.11741206891131,2976.0796829259707,0,2,101.76170024207977,14.543345313739252,1
2024-01-01 00:03:25,45.93262440127316,7.53548962288918,4481.039566694089,1,2,80.79324601371009,8.13961589343209,1
2024-01-01 00:03:26,67.7255290081299,95.83485836309423,2643.458432568504,1,4,88.03597263272155,8.24197442053464,0
2024-01-01 00:03:27,67.70678926368313,43.50119274374752,3136.341803939647,0,4,87.81245955677701,7.097417674710141,1
2024-01-01 00:03:28,67.72571529459071,62.325750967313134,3634.6538700664983,0,5,94.38374716359927,10.176165600591645,0
2024-01-01 00:03:29,117.79097235982081,66.63053231282923,3196.2039043761347,1,2,93.49405932929537,8.779876442170412,1
2024-01-01 00:03:30,68.5633576603975,54.65137087012035,3204.738931559607,0,2,99.73971342268908,5.146528243818481,0
2024-01-01 00:03:31,77.03348460270898,20.52575297362701,2746.318296418344,0,4,82.40411203968281,8.949552761327901,1
2024-01-01 00:03:32,74.31002645239803,75.51430501161414,2837.685417457137,1,3,81.36936792943935,5.617016810763429,0
2024-01-01 00:03:33,69.77086876958697,80.37519743040816,2327.99263446852,1,5,95.24922326493422,12.990440343741886,0
2024-01-01 00:03:34,55.27096133039482,55.29755860174398,3592.2315062225853,0,2,101.3652303726127,14.288930628047007,1
2024-01-01 00:03:35,71.38453830739901,48.856116058484155,1780.9558403701328,0,1,96.10363206126621,7.958238360890841,1
2024-01-01 00:03:36,48.40762178193643,11.393818312798532,3679.7618368675417,0,1,93.68360372606901,11.50713230649967,0
2024-01-01 00:03:37,56.44772089889987,8.395166149978383,2017.4111306783302,0,4,95.93690861294073,5.885209615530451,0
2024-01-01 00:03:38,52.71954678256345,33.956484556352876,3673.8250918536564,0,1,83.26143112136143,8.635238661779226,1
2024-01-01 00:03:39,61.22811209079484,31.084615551739326,2752.327731651473,0,4,88.83590688950915,10.759130839900617,0
2024-01-01 00:03:40,94.71987850010262,95.36564509632713,2137.691918306844,0,3,90.16525720953018,6.0417263699260735,0
2024-01-01 00:03:41,31.99102211112378,78.36227424434298,3405.5090515557454,0,4,89.4832485052811,8.771398978300505,1
2024-01-01 00:03:42,70.2939028556177,65.99242952590599,3650.1372745530425,1,2,92.64832807416512,14.552411833102298,0
2024-01-01 00:03:43,35.80926193215522,51.7648089017605,2693.344946327524,1,1,89.87316501835842,6.660827293645955,0
2024-01-01 00:03:44,52.9210220131585,16.736753072665135,3504.427384075253,0,2,87.7759349954359,11.202295652339492,1
2024-01-01 00:03:45,76.33425895451049,97.84566721842839,1400.4408537314548,0,1,84.24470491017405,13.333478025247468,0
2024-01-01 00:03:46,60.96420028643194,37.504069824021,2075.5825971773797,0,1,89.27870931148846,12.711708708024942,0
2024-01-01 00:03:47,43.83382833106041,10.692560244724481,3904.6862513281103,0,4,83.5195537976522,12.71381920953923,1
2024-01-01 00:03:48,49.27044436110047,49.37988957157461,2843.4315080614588,0,5,89.52922926530081,5.591226548074756,1
2024-01-01 00:03:49,70.19396623402014,87.39980116130832,1696.4506714858067,1,1,91.62526636232535,14.736017899275263,0
2024-01-01 00:03:50,49.04450052424295,88.72910017773295,2510.7936736906045,0,1,86.69695310489989,12.271444623754949,0
2024-01-01 00:03:51,63.246878843729625,1.0965916056447256,2353.6196692324434,0,5,93.7345054104769,14.543409314306885,1
2024-01-01 00:03:52,60.68357759855721,88.62957447513998,2883.826787968953,0,2,95.14758953065946,14.792587844426603,0
